symbol,ts_ms,price,size,side
AAPL,1736933302793,151.71,80,buy
AAPL,1736933304520,150.26,92,sell
SPY,1736933308828,401.17,100,buy
NVDA,1736933309088,502.25,15,sell
NVDA,1736933309336,499.9,100,buy
TSLA,1736933311127,196.25,5,buy
TSLA,1736933311963,198.7,92,buy
MSFT,1736933315333,296.77,70,sell
TSLA,1736933315427,197.69,51,sell
TSLA,1736933315466,198.02,19,sell
SPY,1736933316710,399.7,11,buy
NVDA,1736933317320,501.5,6,buy
MSFT,1736933318084,297.54,35,buy
MSFT,1736933318416,299.16,17,sell
AAPL,1736933320048,150.18,22,buy
AAPL,1736933321970,153.01,58,sell
MSFT,1736933322114,298.19,60,buy
SPY,1736933322608,399.87,71,sell
TSLA,1736933323242,197.48,37,sell
NVDA,1736933323847,502.59,9,sell
TSLA,1736933325676,196.51,88,sell
AAPL,1736933328816,149.37,88,sell
NVDA,1736933329017,500.36,73,buy
SPY,1736933331528,400.3,30,sell
MSFT,1736933331563,300.21,47,buy
SPY,1736933332621,399.42,90,buy
TSLA,1736933334022,197.36,87,buy
SPY,1736933334725,400.63,16,buy
SPY,1736933335068,399.85,48,buy
MSFT,1736933335521,298.86,68,sell
TSLA,1736933336747,200.01,93,sell
TSLA,1736933337201,195.28,51,sell
AAPL,1736933337486,151.45,46,buy
NVDA,1736933337822,499.49,81,buy
NVDA,1736933338100,501.87,50,sell
TSLA,1736933338141,198.57,40,sell
TSLA,1736933338530,199.39,14,sell
MSFT,1736933341798,296.47,71,buy
AAPL,1736933342058,151.72,43,sell
MSFT,1736933342123,296.9,4,buy
NVDA,1736933342475,502.61,53,sell
TSLA,1736933344247,199.79,94,buy
SPY,1736933344480,399.11,14,sell
MSFT,1736933344841,299.08,74,buy
AAPL,1736933345429,150.05,74,buy
AAPL,1736933346177,149.48,54,sell
AAPL,1736933347165,152.77,43,buy
MSFT,1736933347740,297.01,98,buy
AAPL,1736933347781,153.14,17,sell
TSLA,1736933349356,195.31,91,sell
SPY,1736933349502,399.71,13,buy
AAPL,1736933349816,151.39,36,sell
TSLA,1736933351184,197.01,32,sell
NVDA,1736933351193,500.06,75,sell
AAPL,1736933351768,151.58,45,buy
NVDA,1736933355958,502.22,58,buy
SPY,1736933357502,399.79,41,buy
NVDA,1736933357721,502.76,3,sell
TSLA,1736933358514,195.02,4,buy
AAPL,1736933358959,151.82,41,sell
AAPL,1736933359009,150.79,44,buy
SPY,1736933359153,399.73,6,sell
NVDA,1736933359354,500.0,64,sell
TSLA,1736933359629,194.76,35,sell
AAPL,1736933360149,151.55,65,buy
AAPL,1736933362559,151.67,40,buy
MSFT,1736933362971,298.67,17,sell
MSFT,1736933363017,300.86,50,buy
NVDA,1736933363385,502.32,38,buy
TSLA,1736933363912,199.28,11,buy
NVDA,1736933364009,501.8,9,buy
NVDA,1736933364648,498.63,28,buy
AAPL,1736933365261,152.74,8,buy
AAPL,1736933365415,150.47,47,buy
MSFT,1736933365543,297.59,36,buy
SPY,1736933366344,399.58,28,sell
NVDA,1736933368090,499.61,48,sell
TSLA,1736933368987,195.02,83,buy
TSLA,1736933370536,199.02,62,sell
AAPL,1736933371639,152.29,98,buy
TSLA,1736933371815,194.03,59,sell
MSFT,1736933372684,297.27,3,buy
TSLA,1736933372783,197.47,16,sell
TSLA,1736933372845,200.17,15,sell
NVDA,1736933375229,500.64,92,buy
TSLA,1736933375251,198.82,16,buy
MSFT,1736933375442,303.1,2,sell
NVDA,1736933375746,503.51,26,sell
SPY,1736933376624,399.71,1,buy
MSFT,1736933381021,296.82,20,buy
SPY,1736933381900,399.58,12,sell
MSFT,1736933382592,300.79,1,buy
NVDA,1736933384695,501.64,76,sell
TSLA,1736933384756,197.99,59,sell
AAPL,1736933386289,152.22,51,sell
NVDA,1736933386786,502.1,100,buy
AAPL,1736933388118,151.08,8,buy
TSLA,1736933389333,195.04,50,buy
AAPL,1736933390184,151.39,67,sell
AAPL,1736933390575,150.8,56,buy
SPY,1736933391357,401.14,91,sell
NVDA,1736933391574,501.81,22,sell
TSLA,1736933391717,199.01,50,sell
AAPL,1736933392642,150.42,98,sell
TSLA,1736933393160,198.15,60,buy
SPY,1736933393470,400.46,27,sell
TSLA,1736933393522,194.84,71,buy
MSFT,1736933393941,301.29,67,sell
SPY,1736933394328,400.18,3,buy
NVDA,1736933394947,500.42,1,sell
SPY,1736933394984,400.2,95,sell
MSFT,1736933395490,296.82,32,sell
NVDA,1736933397095,502.82,27,sell
NVDA,1736933397209,499.12,44,buy
NVDA,1736933398203,499.03,22,buy
AAPL,1736933398679,151.81,81,buy
MSFT,1736933398905,299.32,19,buy
NVDA,1736933399585,499.46,2,buy
NVDA,1736933400547,499.32,67,sell
AAPL,1736933400790,149.37,74,buy
SPY,1736933400840,399.81,89,sell
SPY,1736933401189,400.71,98,buy
TSLA,1736933402003,198.25,55,sell
SPY,1736933402583,400.84,37,buy
MSFT,1736933402957,296.87,31,sell
AAPL,1736933403036,151.27,36,sell
NVDA,1736933403191,503.63,10,sell
SPY,1736933404257,399.36,31,buy
MSFT,1736933404271,299.81,94,sell
SPY,1736933405252,400.91,3,sell
SPY,1736933405572,400.11,85,sell
NVDA,1736933406048,499.96,31,buy
NVDA,1736933406550,498.24,22,buy
MSFT,1736933406763,298.6,51,sell
MSFT,1736933408271,299.92,42,buy
SPY,1736933409585,399.55,70,sell
AAPL,1736933410069,152.12,81,buy
SPY,1736933410546,400.2,51,buy
MSFT,1736933411170,300.93,87,sell
NVDA,1736933412044,499.54,62,sell
TSLA,1736933413088,197.89,79,sell
TSLA,1736933414385,194.87,44,buy
AAPL,1736933414744,150.94,28,buy
MSFT,1736933414851,298.38,62,sell
AAPL,1736933415362,153.24,79,buy
MSFT,1736933415723,297.06,35,buy
NVDA,1736933416627,499.2,81,buy
MSFT,1736933416721,299.1,67,sell
NVDA,1736933417232,502.5,87,buy
NVDA,1736933417330,500.32,53,sell
MSFT,1736933417401,297.49,73,buy
SPY,1736933418676,400.56,93,sell
TSLA,1736933418885,198.51,37,buy
SPY,1736933420255,399.88,75,buy
SPY,1736933420289,399.98,73,buy
NVDA,1736933420290,498.17,69,sell
NVDA,1736933421352,501.49,44,sell
SPY,1736933421355,399.91,34,buy
AAPL,1736933421523,149.4,56,sell
NVDA,1736933423549,500.17,10,sell
NVDA,1736933424858,500.58,74,buy
TSLA,1736933425345,195.31,4,sell
SPY,1736933426489,399.61,88,buy
MSFT,1736933429393,300.25,43,buy
TSLA,1736933430371,199.86,91,sell
TSLA,1736933430721,194.86,11,buy
MSFT,1736933432679,299.0,95,sell
SPY,1736933432681,399.62,86,sell
SPY,1736933432973,400.71,14,buy
AAPL,1736933433015,150.48,32,buy
MSFT,1736933433866,302.53,87,buy
NVDA,1736933434896,503.07,46,buy
MSFT,1736933434975,298.65,92,buy
MSFT,1736933435175,298.51,96,sell
NVDA,1736933435256,499.46,59,sell
TSLA,1736933436250,200.02,12,sell
SPY,1736933436935,399.62,66,buy
TSLA,1736933437452,196.93,31,buy
AAPL,1736933437473,151.98,41,sell
TSLA,1736933438175,198.39,35,buy
NVDA,1736933438684,504.1,72,sell
AAPL,1736933439302,152.07,36,buy
MSFT,1736933442681,299.11,45,sell
AAPL,1736933442893,152.22,70,sell
MSFT,1736933443772,297.22,30,buy
MSFT,1736933443825,298.85,82,buy
TSLA,1736933444733,195.91,7,buy
TSLA,1736933445125,198.66,75,buy
MSFT,1736933445980,298.99,67,buy
NVDA,1736933447466,499.45,24,sell
AAPL,1736933449468,151.93,32,sell
AAPL,1736933449758,152.04,63,buy
NVDA,1736933449786,502.01,33,buy
SPY,1736933450321,399.96,88,buy
TSLA,1736933450406,198.51,25,sell
SPY,1736933454487,400.02,63,buy
TSLA,1736933454925,199.71,79,buy
AAPL,1736933455117,152.67,65,buy
SPY,1736933455304,399.29,9,sell
SPY,1736933455824,399.49,56,sell
AAPL,1736933455946,152.46,10,buy
TSLA,1736933456162,198.35,78,buy
TSLA,1736933456515,195.86,53,sell
AAPL,1736933457526,152.57,72,buy
SPY,1736933457592,400.69,76,sell
MSFT,1736933458356,299.65,64,buy
AAPL,1736933458371,152.7,91,buy
NVDA,1736933458414,502.42,100,buy
NVDA,1736933459038,499.03,13,buy
MSFT,1736933459791,299.14,62,buy
SPY,1736933459809,399.72,15,sell
MSFT,1736933461306,296.85,66,sell
MSFT,1736933463956,300.11,48,buy
AAPL,1736933465307,149.81,73,buy
AAPL,1736933465313,151.95,38,sell
TSLA,1736933465888,195.34,66,buy
TSLA,1736933468116,199.61,98,buy
TSLA,1736933470632,199.99,75,sell
NVDA,1736933471117,499.67,32,sell
AAPL,1736933472162,150.05,95,buy
NVDA,1736933476424,502.5,50,sell
MSFT,1736933476718,299.58,74,buy
TSLA,1736933477141,199.41,8,buy
MSFT,1736933477752,297.48,96,buy
AAPL,1736933477869,152.89,92,sell
TSLA,1736933478545,198.0,78,buy
AAPL,1736933480308,149.31,39,buy
AAPL,1736933480916,149.28,38,buy
TSLA,1736933482046,193.97,96,buy
SPY,1736933482324,399.58,56,buy
SPY,1736933482971,399.53,42,buy
MSFT,1736933484351,299.47,36,buy
AAPL,1736933484405,152.87,18,sell
NVDA,1736933485493,500.41,29,sell
TSLA,1736933485908,198.4,46,buy
AAPL,1736933486033,151.72,63,buy
TSLA,1736933486367,199.32,36,sell
TSLA,1736933487026,199.83,90,buy
MSFT,1736933487040,297.01,30,buy
MSFT,1736933487829,299.11,11,sell
MSFT,1736933488331,301.77,41,sell
NVDA,1736933488949,502.92,28,sell
SPY,1736933489189,399.72,13,buy
NVDA,1736933489764,501.47,22,buy
TSLA,1736933490411,198.22,40,buy
MSFT,1736933490696,296.76,42,sell
TSLA,1736933491380,194.06,94,sell
NVDA,1736933492131,499.54,43,buy
AAPL,1736933493225,152.61,93,sell
AAPL,1736933493865,149.15,85,buy
SPY,1736933495333,401.55,86,sell
MSFT,1736933495425,299.04,21,buy
AAPL,1736933496002,149.43,8,sell
AAPL,1736933497724,150.84,42,buy
MSFT,1736933497790,299.25,47,buy
AAPL,1736933498100,150.27,19,sell
NVDA,1736933498124,503.85,49,buy
SPY,1736933498279,400.6,59,buy
TSLA,1736933498603,195.04,69,sell
TSLA,1736933498746,197.05,12,sell
AAPL,1736933498870,151.7,91,sell
SPY,1736933499504,400.08,9,buy
TSLA,1736933499527,198.93,85,buy
AAPL,1736933499637,152.24,20,sell
SPY,1736933500614,400.07,85,sell
NVDA,1736933500742,503.03,64,buy
NVDA,1736933501453,499.52,74,sell
MSFT,1736933502177,297.15,85,sell
SPY,1736933502289,399.89,72,sell
TSLA,1736933502642,199.49,87,buy
MSFT,1736933503198,298.5,67,buy
AAPL,1736933507407,150.7,69,sell
MSFT,1736933508201,297.13,92,sell
MSFT,1736933508695,299.13,14,sell
NVDA,1736933509179,500.97,57,sell
SPY,1736933509392,401.33,31,sell
TSLA,1736933509650,200.04,37,sell
SPY,1736933510430,400.73,4,sell
MSFT,1736933510703,299.1,33,buy
SPY,1736933511006,399.66,17,sell
AAPL,1736933511571,150.03,29,buy
MSFT,1736933511616,297.16,3,sell
SPY,1736933512448,400.38,66,buy
MSFT,1736933512613,298.65,49,buy
NVDA,1736933512707,502.49,15,sell
AAPL,1736933512911,152.83,97,buy
TSLA,1736933513894,195.15,57,buy
TSLA,1736933513970,197.08,2,buy
SPY,1736933514401,401.31,13,buy
MSFT,1736933515290,298.84,22,buy
NVDA,1736933516406,500.45,67,buy
NVDA,1736933516818,502.21,35,sell
MSFT,1736933518368,300.28,27,buy
MSFT,1736933519530,301.48,75,buy
TSLA,1736933519582,198.22,68,buy
SPY,1736933519682,399.22,54,sell
SPY,1736933522373,399.42,36,sell
SPY,1736933522604,399.77,54,sell
AAPL,1736933523352,152.06,76,buy
SPY,1736933523499,400.33,5,buy
NVDA,1736933523544,499.76,26,sell
TSLA,1736933524201,198.44,72,buy
SPY,1736933524438,400.51,14,buy
NVDA,1736933525613,501.64,34,buy
MSFT,1736933525676,301.76,7,sell
MSFT,1736933525957,299.94,18,buy
SPY,1736933527117,400.09,72,buy
MSFT,1736933527365,297.54,89,sell
NVDA,1736933528649,502.37,61,sell
SPY,1736933528959,400.5,25,buy
TSLA,1736933529360,200.2,96,sell
AAPL,1736933529718,149.05,65,sell
NVDA,1736933530249,502.48,55,buy
AAPL,1736933530434,150.43,86,buy
TSLA,1736933532686,199.13,6,buy
NVDA,1736933533186,501.3,17,buy
NVDA,1736933533342,500.18,97,buy
AAPL,1736933534240,149.7,97,buy
MSFT,1736933534634,300.13,94,buy
AAPL,1736933536594,152.1,39,buy
TSLA,1736933537526,195.63,34,buy
MSFT,1736933538520,299.46,18,sell
TSLA,1736933539958,199.15,19,buy
AAPL,1736933539987,152.05,26,buy
SPY,1736933540050,400.18,90,buy
NVDA,1736933540548,502.6,71,buy
TSLA,1736933543645,195.25,27,sell
TSLA,1736933545444,198.37,99,sell
AAPL,1736933545996,150.49,15,buy
MSFT,1736933548276,298.74,80,sell
MSFT,1736933548959,299.1,16,buy
AAPL,1736933549429,153.0,2,sell
AAPL,1736933550974,153.03,83,sell
TSLA,1736933550978,195.27,40,sell
TSLA,1736933551392,199.0,85,buy
SPY,1736933554056,399.64,86,sell
TSLA,1736933554564,195.1,61,buy
AAPL,1736933555134,152.13,40,sell
AAPL,1736933556111,149.32,77,buy
TSLA,1736933557336,199.82,73,sell
MSFT,1736933558739,300.37,33,buy
SPY,1736933558860,400.93,27,sell
TSLA,1736933559362,197.98,46,buy
AAPL,1736933559609,150.55,11,buy
SPY,1736933559969,399.71,94,sell
AAPL,1736933560612,150.44,76,sell
TSLA,1736933560628,195.11,17,sell
SPY,1736933560847,399.26,20,sell
NVDA,1736933560894,499.16,31,sell
SPY,1736933561311,400.48,59,sell
TSLA,1736933561552,199.17,22,sell
MSFT,1736933562852,297.57,4,buy
MSFT,1736933563390,298.51,25,sell
SPY,1736933563737,400.66,99,sell
MSFT,1736933563781,299.45,47,buy
MSFT,1736933564472,297.48,94,buy
SPY,1736933565638,400.77,2,buy
SPY,1736933566175,399.76,86,buy
AAPL,1736933566833,151.95,84,sell
MSFT,1736933568537,300.12,85,sell
NVDA,1736933568904,501.19,96,buy
TSLA,1736933569879,198.77,10,buy
AAPL,1736933571255,150.09,93,sell
AAPL,1736933571407,149.97,97,buy
AAPL,1736933571610,153.0,85,buy
NVDA,1736933576705,501.85,96,buy
AAPL,1736933577099,153.06,20,buy
SPY,1736933577421,399.81,2,sell
AAPL,1736933578153,152.03,54,sell
SPY,1736933578341,400.36,82,sell
TSLA,1736933578978,195.37,8,buy
TSLA,1736933581489,200.11,53,buy
AAPL,1736933581986,150.62,79,sell
TSLA,1736933582574,198.55,83,buy
SPY,1736933582989,399.27,71,buy
MSFT,1736933583967,298.38,66,buy
MSFT,1736933584134,298.68,60,sell
TSLA,1736933584333,199.71,36,buy
TSLA,1736933584463,197.1,13,buy
TSLA,1736933584624,194.97,11,buy
SPY,1736933584829,400.59,91,sell
TSLA,1736933585024,197.97,61,buy
MSFT,1736933585146,302.76,39,buy
AAPL,1736933585184,152.58,97,sell
AAPL,1736933585714,151.5,48,buy
TSLA,1736933586113,198.73,27,buy
TSLA,1736933586197,193.65,26,buy
TSLA,1736933587193,195.42,12,sell
NVDA,1736933587911,503.27,60,buy
SPY,1736933588787,399.4,2,sell
MSFT,1736933591114,298.96,20,buy
MSFT,1736933591545,301.68,6,buy
NVDA,1736933591548,503.73,86,sell
SPY,1736933591840,399.89,39,sell
SPY,1736933594041,399.34,20,sell
NVDA,1736933594548,502.24,6,buy
AAPL,1736933595328,151.78,67,buy
NVDA,1736933595460,502.77,96,buy
AAPL,1736933595924,152.63,7,buy
NVDA,1736933596939,499.37,1,buy
MSFT,1736933596958,297.58,83,sell
MSFT,1736933598984,297.11,62,buy
NVDA,1736933599298,502.69,68,buy
AAPL,1736933599904,150.27,40,buy
MSFT,1736933602913,298.8,47,buy
SPY,1736933603297,399.57,59,buy
TSLA,1736933604139,198.73,63,sell
MSFT,1736933604759,299.7,21,buy
TSLA,1736933605136,195.43,14,sell
SPY,1736933605167,399.68,75,sell
NVDA,1736933606152,501.3,13,sell
TSLA,1736933606374,198.28,65,buy
AAPL,1736933607078,150.23,88,buy
TSLA,1736933607984,198.34,66,buy
MSFT,1736933609679,300.41,7,sell
TSLA,1736933610350,195.18,58,sell
MSFT,1736933611234,300.5,49,sell
SPY,1736933612460,400.58,53,buy
SPY,1736933613760,400.89,68,buy
NVDA,1736933613785,499.85,22,sell
SPY,1736933614404,401.08,4,sell
SPY,1736933614637,400.19,56,sell
MSFT,1736933615920,297.85,15,sell
AAPL,1736933616095,151.72,10,sell
AAPL,1736933616425,152.52,87,sell
NVDA,1736933617133,500.31,60,buy
AAPL,1736933617494,149.8,12,sell
NVDA,1736933617952,500.91,95,sell
TSLA,1736933618063,200.17,97,buy
AAPL,1736933618475,152.54,21,sell
MSFT,1736933618527,299.07,24,sell
SPY,1736933618670,401.13,7,buy
MSFT,1736933618736,298.96,61,buy
AAPL,1736933620426,150.14,54,buy
MSFT,1736933620963,299.66,59,sell
AAPL,1736933620993,151.68,17,buy
NVDA,1736933621067,502.11,43,sell
MSFT,1736933621128,296.92,37,sell
MSFT,1736933621750,296.81,2,sell
SPY,1736933622551,399.1,80,sell
MSFT,1736933622802,299.06,93,sell
TSLA,1736933623026,195.84,27,sell
NVDA,1736933623615,499.51,42,buy
TSLA,1736933623707,200.46,13,sell
NVDA,1736933624146,500.68,95,sell
TSLA,1736933624195,199.33,33,sell
MSFT,1736933625501,298.24,94,buy
SPY,1736933625837,400.69,54,sell
AAPL,1736933627160,150.98,87,sell
NVDA,1736933628042,501.83,78,buy
TSLA,1736933630050,195.41,2,sell
TSLA,1736933630766,196.45,13,buy
SPY,1736933630938,400.53,41,sell
AAPL,1736933632136,150.83,66,sell
AAPL,1736933632316,150.53,100,sell
TSLA,1736933632446,198.55,94,sell
AAPL,1736933632598,151.96,54,sell
SPY,1736933632708,400.3,23,sell
SPY,1736933632831,398.87,62,sell
MSFT,1736933633339,298.02,58,sell
NVDA,1736933633955,500.14,18,buy
NVDA,1736933634335,500.53,79,buy
TSLA,1736933634669,195.3,43,buy
MSFT,1736933635076,297.03,68,buy
SPY,1736933636340,399.62,74,buy
TSLA,1736933637890,198.39,60,buy
NVDA,1736933639148,499.87,83,buy
SPY,1736933639554,400.63,77,sell
NVDA,1736933640421,501.55,12,sell
NVDA,1736933640456,500.37,24,buy
NVDA,1736933641468,500.59,95,buy
SPY,1736933641709,401.52,5,sell
AAPL,1736933641790,150.28,51,sell
NVDA,1736933642371,502.82,7,sell
TSLA,1736933644383,192.96,13,sell
TSLA,1736933644821,195.44,88,sell
AAPL,1736933646282,150.02,84,sell
MSFT,1736933647207,296.86,11,sell
NVDA,1736933648427,499.02,28,sell
TSLA,1736933649022,195.54,77,sell
NVDA,1736933649091,502.33,56,sell
SPY,1736933649236,399.8,57,sell
TSLA,1736933650106,198.33,18,buy
SPY,1736933650727,399.89,77,sell
SPY,1736933652833,398.84,68,sell
MSFT,1736933658256,301.76,75,sell
NVDA,1736933658275,502.64,89,sell
TSLA,1736933659807,195.21,98,sell
SPY,1736933659842,400.35,3,sell
TSLA,1736933660785,200.02,74,buy
TSLA,1736933660939,198.54,47,buy
AAPL,1736933660950,151.96,26,sell
NVDA,1736933662455,500.02,7,buy
AAPL,1736933662941,150.14,76,sell
TSLA,1736933663756,198.68,19,sell
NVDA,1736933664561,502.33,93,sell
AAPL,1736933665382,151.71,90,buy
TSLA,1736933665469,199.09,81,sell
NVDA,1736933667092,503.87,82,buy
NVDA,1736933668466,500.44,63,buy
NVDA,1736933668972,500.84,82,buy
TSLA,1736933669737,199.11,5,sell
TSLA,1736933670589,200.11,86,buy
SPY,1736933670865,400.82,69,buy
SPY,1736933671597,398.72,29,buy
TSLA,1736933672391,198.36,73,buy
SPY,1736933673384,399.71,96,buy
TSLA,1736933674319,199.33,21,buy
SPY,1736933674813,399.84,15,buy
SPY,1736933675071,400.48,68,sell
SPY,1736933675949,399.44,40,buy
TSLA,1736933676006,195.06,100,buy
MSFT,1736933677005,298.95,36,sell
NVDA,1736933677176,501.79,86,sell
NVDA,1736933677551,501.18,43,sell
AAPL,1736933678940,151.82,74,buy
TSLA,1736933680466,194.93,61,buy
MSFT,1736933681270,302.88,67,buy
TSLA,1736933681626,195.27,55,buy
MSFT,1736933682401,297.87,55,buy
TSLA,1736933682456,195.14,3,sell
TSLA,1736933683253,198.34,74,buy
NVDA,1736933683404,500.47,87,sell
TSLA,1736933684009,194.64,48,sell
AAPL,1736933684706,150.27,30,sell
MSFT,1736933685141,297.78,4,buy
SPY,1736933686321,399.18,75,buy
NVDA,1736933687073,499.62,76,buy
AAPL,1736933688176,151.54,99,sell
TSLA,1736933688354,198.42,19,buy
NVDA,1736933689107,498.91,51,sell
NVDA,1736933689944,500.57,65,sell
AAPL,1736933690169,152.85,76,sell
MSFT,1736933690221,297.28,93,sell
SPY,1736933690443,399.86,83,buy
AAPL,1736933690498,150.18,31,buy
SPY,1736933691816,400.8,43,buy
AAPL,1736933692033,151.83,36,sell
TSLA,1736933692724,195.27,90,sell
MSFT,1736933693047,299.03,96,buy
AAPL,1736933693196,151.13,28,sell
TSLA,1736933693617,197.72,47,buy
MSFT,1736933695292,297.45,23,buy
NVDA,1736933696234,501.04,57,sell
TSLA,1736933697203,198.29,43,buy
AAPL,1736933697586,153.13,88,sell
NVDA,1736933698445,500.42,49,sell
NVDA,1736933698961,501.49,77,buy
MSFT,1736933699311,296.9,50,sell
AAPL,1736933699840,151.45,47,sell
TSLA,1736933701239,195.43,37,buy
TSLA,1736933701329,197.98,66,buy
NVDA,1736933701442,501.13,98,sell
SPY,1736933702145,398.79,67,buy
AAPL,1736933702467,150.22,82,sell
SPY,1736933702617,399.82,5,buy
NVDA,1736933703014,501.78,18,buy
AAPL,1736933704077,150.57,50,buy
TSLA,1736933704232,193.14,17,buy
AAPL,1736933705184,151.95,58,buy
MSFT,1736933707624,300.1,25,sell
NVDA,1736933707679,502.25,56,buy
NVDA,1736933708200,499.2,79,buy
TSLA,1736933708696,195.22,43,buy
AAPL,1736933708990,151.88,37,sell
SPY,1736933710939,399.49,1,buy
NVDA,1736933711948,500.32,82,sell
NVDA,1736933712403,501.89,4,sell
AAPL,1736933712886,152.03,23,sell
MSFT,1736933713201,298.4,92,buy
NVDA,1736933713734,501.9,61,sell
NVDA,1736933715898,499.25,59,buy
TSLA,1736933716045,194.96,68,sell
AAPL,1736933716900,150.64,75,sell
MSFT,1736933717692,296.89,25,sell
MSFT,1736933718535,299.06,6,sell
TSLA,1736933719306,195.49,85,sell
SPY,1736933721608,400.72,61,sell
AAPL,1736933721891,150.13,56,sell
TSLA,1736933722466,199.96,25,sell
NVDA,1736933723125,501.59,8,sell
SPY,1736933724387,401.12,18,buy
SPY,1736933725472,399.85,42,sell
SPY,1736933727311,399.76,82,sell
SPY,1736933728002,400.18,15,sell
SPY,1736933728130,399.9,35,sell
MSFT,1736933728956,297.26,17,buy
AAPL,1736933728991,150.66,25,buy
SPY,1736933729340,400.58,69,buy
TSLA,1736933729613,194.98,86,sell
TSLA,1736933729723,198.24,51,buy
MSFT,1736933730751,297.27,22,sell
TSLA,1736933731431,199.33,59,buy
MSFT,1736933731761,297.49,9,sell
TSLA,1736933732823,198.14,70,buy
TSLA,1736933733236,198.23,14,sell
SPY,1736933733873,399.31,23,buy
TSLA,1736933735011,197.77,91,buy
TSLA,1736933735177,194.27,26,sell
NVDA,1736933736996,500.22,6,sell
TSLA,1736933738039,196.0,67,buy
SPY,1736933738124,400.62,51,buy
SPY,1736933738735,400.51,69,buy
MSFT,1736933738751,297.36,55,sell
TSLA,1736933739554,198.69,30,sell
NVDA,1736933740111,500.58,70,buy
NVDA,1736933741289,501.64,64,buy
SPY,1736933741508,399.21,97,buy
NVDA,1736933743167,500.24,56,buy
NVDA,1736933743658,500.44,60,sell
MSFT,1736933743797,299.4,91,sell
TSLA,1736933743916,200.14,22,buy
NVDA,1736933745219,500.21,26,sell
TSLA,1736933746878,195.43,45,sell
NVDA,1736933748357,501.71,82,sell
MSFT,1736933748503,298.27,16,buy
TSLA,1736933749427,198.54,42,sell
MSFT,1736933750422,297.3,8,buy
NVDA,1736933750911,499.48,9,sell
AAPL,1736933750951,149.23,47,buy
SPY,1736933754489,399.59,36,sell
SPY,1736933754756,399.58,16,sell
NVDA,1736933756137,502.69,15,sell
SPY,1736933756249,401.01,7,buy
TSLA,1736933757849,199.47,45,buy
TSLA,1736933757969,194.47,80,sell
MSFT,1736933758966,300.17,92,buy
AAPL,1736933759102,152.77,8,buy
NVDA,1736933759446,500.16,88,sell
AAPL,1736933759574,149.85,73,sell
SPY,1736933760266,399.81,40,sell
SPY,1736933760797,399.59,56,buy
AAPL,1736933760952,151.99,45,sell
NVDA,1736933762309,501.44,46,buy
SPY,1736933763168,399.61,50,buy
TSLA,1736933764392,199.96,11,sell
AAPL,1736933765043,149.44,96,sell
SPY,1736933765264,399.22,97,buy
AAPL,1736933765884,149.87,26,buy
TSLA,1736933766221,194.48,26,sell
SPY,1736933767727,399.61,2,buy
SPY,1736933768134,399.59,1,buy
NVDA,1736933768564,501.55,19,buy
SPY,1736933769170,399.82,76,sell
AAPL,1736933769917,150.04,11,buy
SPY,1736933769957,400.17,55,buy
MSFT,1736933770843,297.89,68,sell
TSLA,1736933771913,200.03,46,sell
AAPL,1736933772727,149.76,68,sell
AAPL,1736933775291,153.61,85,buy
NVDA,1736933775516,503.93,41,buy
NVDA,1736933775704,499.43,50,buy
NVDA,1736933775822,500.08,12,sell
NVDA,1736933776755,503.64,97,buy
SPY,1736933777055,401.19,40,sell
SPY,1736933777265,400.83,98,buy
TSLA,1736933777667,199.42,55,sell
MSFT,1736933778392,300.34,31,buy
AAPL,1736933778892,152.54,60,sell
NVDA,1736933780106,501.7,28,buy
MSFT,1736933780440,296.81,59,buy
AAPL,1736933781062,153.18,19,sell
TSLA,1736933783185,199.17,14,buy
NVDA,1736933784838,499.47,78,sell
NVDA,1736933785393,502.84,53,sell
TSLA,1736933785656,197.92,67,buy
SPY,1736933788432,399.05,19,sell
TSLA,1736933789102,199.53,99,sell
NVDA,1736933789550,503.82,56,sell
NVDA,1736933790080,500.42,1,sell
TSLA,1736933791192,195.51,46,sell
TSLA,1736933793248,198.68,91,buy
SPY,1736933793343,399.73,1,sell
AAPL,1736933795157,152.39,68,sell
SPY,1736933796172,399.97,43,sell
TSLA,1736933796503,194.92,69,sell
NVDA,1736933796567,500.45,79,sell
AAPL,1736933796976,149.8,70,sell
MSFT,1736933798425,301.93,52,buy
NVDA,1736933799550,500.51,49,sell
MSFT,1736933800014,299.42,1,sell
NVDA,1736933802110,499.62,19,sell
NVDA,1736933803004,501.69,1,sell
MSFT,1736933804085,299.1,91,buy
SPY,1736933804742,401.53,75,buy
MSFT,1736933805855,301.2,16,buy
AAPL,1736933806263,152.94,83,buy
TSLA,1736933806377,198.32,12,sell
MSFT,1736933807860,297.58,66,buy
NVDA,1736933808008,499.73,79,buy
AAPL,1736933808634,149.12,99,buy
AAPL,1736933808957,150.37,69,sell
NVDA,1736933809801,502.37,95,buy
AAPL,1736933810281,150.03,59,buy
AAPL,1736933810699,151.74,36,buy
SPY,1736933810980,400.67,32,sell
TSLA,1736933813015,199.02,72,sell
TSLA,1736933813474,199.28,74,sell
NVDA,1736933815905,499.78,59,buy
SPY,1736933816790,399.07,63,sell
SPY,1736933818306,401.28,25,buy
MSFT,1736933818688,299.74,73,sell
MSFT,1736933820842,297.59,69,sell
SPY,1736933820976,400.49,81,sell
SPY,1736933821348,399.29,100,buy
TSLA,1736933824610,197.87,18,sell
